PassengerId,Survived
892,0.1058717509628691
893,0.34219815286602329
894,0.12195989788353057
895,0.094160164204373661
896,0.56702340040644095
897,0.14845912446026355
898,0.6814448292597306
899,0.20572495349248637
900,0.78414544006942022
901,0.066397210059272238
902,0.085392745054184135
903,0.32623987989257791
904,0.93057843753914038
905,0.060003751278324489
906,0.83765899472033822
907,0.88035089451694526
908,0.28905748020550676
909,0.17589914213798133
910,0.53545711761887493
911,0.55378007724664879
912,0.28668357065062366
913,0.16533070060333357
914,0.93328164250084844
915,0.66347046083682082
916,0.86625058717518022
917,0.029658894755384944
918,0.96623734117443616
919,0.1674162346336438
920,0.37136952192704703
921,0.07525542282890621
922,0.096708733666071495
923,0.18105903140709681
924,0.44050871415800807
925,0.47307811012724993
926,0.52072058479222472
927,0.1907823667151364
928,0.58511356112295465
929,0.66593213814766583
930,0.10116858294769623
931,0.085392745054184135
932,0.088535421984534415
933,0.48080747841468713
934,0.056211973841261788
935,0.82996462150550987
936,0.84818937411061057
937,0.10116858294769623
938,0.4490145206912271
939,0.12535742227293159
940,0.87143379895289308
941,0.48766941047303558
942,0.4602826319741693
943,0.37063068798196458
944,0.78477562185262184
945,0.83699241635593735
946,0.34595206784718441
947,0.078226613651150884
948,0.070299514251002393
949,0.10116858294769623
950,0.064143699392610568
951,0.94626167962536212
952,0.13399653761617192
953,0.22983975983173563
954,0.12944735267377763
955,0.74623878266431976
956,0.57629458470520167
957,0.83164703561249531
958,0.77517527035881439
959,0.31755731156772565
960,0.58716388426925603
961,0.69821318943558419
962,0.73088037673447781
963,0.11658328723381925
964,0.59184827613464586
965,0.61104355234121599
966,0.9482489246707142
967,0.57262879636323138
968,0.085392745054184135
969,0.73371963707107701
970,0.24422419245705115
971,0.73088037673447781
972,0.20948304361942049
973,0.13357604266336945
974,0.3005714158493118
975,0.085392745054184135
976,0.33423286031087351
977,0.099792961035686106
978,0.70677180481699398
979,0.69193489450217294
980,0.68403733082622842
981,0.40222739049279677
982,0.5844242125378879
983,0.085392745054184135
984,0.90837908936562861
985,0.085392745054184135
986,0.6435779253070425
987,0.10116858294769623
988,0.61947488133762874
989,0.087589939354815502
990,0.67472246130368563
991,0.075680342188263347
992,0.90727749020815385
993,0.21091422057294504
994,0.12535742227293159
995,0.097608289953314137
996,0.72892988697041772
997,0.090821587965648098
998,0.16845681962608292
999,0.12535742227293159
1000,0.085392745054184135
1001,0.33800456769486703
1002,0.25229327760609033
1003,0.68403733082622842
1004,0.94626167962536212
1005,0.7716899932387945
1006,0.73193209668159442
1007,0.15005783589773841
1008,0.13119605770943077
1009,0.75121010551727818
1010,0.53826455806444762
1011,0.78852429826467818
1012,0.90899285318900691
1013,0.095198727470494918
1014,0.9308016614827278
1015,0.090821587965648098
1016,0.12535742227293159
1017,0.68518733582515479
1018,0.1125484508872741
1019,0.5384696898686101
1020,0.16700462494009938
1021,0.10484365074107126
1022,0.078510393564397804
1023,0.37217775214588816
1024,0.51470081607253126
1025,0.099792961035686106
1026,0.052137258750918382
1027,0.10484365074107126
1028,0.14639415846119339
1029,0.27477248052718128
1030,0.64800593666739592
1031,0.028816520101293024
1032,0.36341100435196799
1033,0.92462558343533052
1034,0.20359811096923608
1035,0.25920588219037688
1036,0.36213142658224334
1037,0.033885706393750006
1038,0.48080747841468713
1039,0.1125484508872741
1040,0.48080747841468713
1041,0.18093792611391313
1042,0.96491529500484574
1043,0.13119605770943077
1044,0.026688718691101274
1045,0.48766941047303558
1046,0.043694335047159277
1047,0.10484365074107126
1048,0.93499257590191776
1049,0.64800593666739592
1050,0.36213142658224334
1051,0.58624359697271544
1052,0.68403733082622842
1053,0.20297174567498
1054,0.85125682239461475
1055,0.085392745054184135
1056,0.17261198591967081
1057,0.52762203520509288
1058,0.41970358163967592
1059,0.064976295074126098
1060,0.95767116046139877
1061,0.65702501627555931
1062,0.085392745054184135
1063,0.143926145478906
1064,0.082122520632379972
1065,0.13119605770943077
1066,0.030878754127136112
1067,0.88488964237993961
1068,0.87901835158245556
1069,0.2948867549548928
1070,0.75638597172702882
1071,0.83370126412043988
1072,0.24422419245705115
1073,0.43370056117923017
1074,0.94237810862668892
1075,0.12535742227293159
1076,0.94511447608558119
1077,0.17836730561904399
1078,0.86670600516937324
1079,0.076967592488625489
1080,0.093510212621380845
1081,0.17836730561904399
1082,0.16827857475066099
1083,0.48080747841468713
1084,0.11633151790817388
1085,0.1262841207834115
1086,0.40203097468130861
1087,0.075680342188263347
1088,0.76927796896957912
1089,0.69193489450217294
1090,0.29918016187229884
1091,0.58511356112295465
1092,0.68403733082622842
1093,0.2066154223039674
1094,0.35587488316137589
1095,0.88896058209377482
1096,0.28276994839538611
1097,0.59964859047873997
1098,0.636805191557549
1099,0.29090681795011841
1100,0.95201671660921039
1101,0.10116858294769623
1102,0.078510393564397804
1103,0.085392745054184135
1104,0.35148212890763564
1105,0.52071389044231819
1106,0.20338021216467564
1107,0.36213142658224334
1108,0.68403733082622842
1109,0.17607662131297716
1110,0.87337539289415222
1111,0.085392745054184135
1112,0.85284395251140188
1113,0.11658328723381925
1114,0.87029942967635066
1115,0.11658328723381925
1116,0.89954228727907615
1117,0.66421160655486822
1118,0.10863608425218649
1119,0.68403733082622842
1120,0.057276517622737132
1121,0.20288941076035011
